Disease,Drug Name,Clinical Trial Link,Obabel,chemical formula(chembl),chembl smiles (CHEMBL),ic50,ec50,ki,Water solubility,Caco2 permeability,Intestinal absorption (human),Skin Permeability,P-glycoprotein substrate,P-glycoprotein I inhibitor,P-glycoprotein II inhibitor,VDss (human),Fraction unbound (human),BBB permeability,CNS permeability,CYP2D6 substrate,CYP3A4 substrate,Total Clearance,Renal OCT2 substrate,AMES toxicity,Max. tolerated dose (human),hERG I inhibitor,hERG II inhibitor,Oral Rat Acute Toxicity (LD50),Oral Rat Chronic Toxicity (LOAEL),Hepatotoxicity,Skin Sensitisation,T.Pyriformis toxicity,Minnow toxicity,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Solubility (mol/l),ESOL Class,Ali Solubility (mol/l),Ali Class,Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility,ConnectivitySMILES,lnChl,lnChlKey,TPSA,HeavyAtomCount,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,ExactMass,MonoisotopicMass,Complexity,IsotopeAtomCount,DefinedAtomStereoCount,undefinedAtomStereoCount,DefinedBondStereoCount,undefinedBondStereoCount,CovalentUnitCount,FeatureAcceptorCount3D,FeatureDonorCount3D,FeatureAnionCount3D,FeatureCationCount3D,FeatureRingCount3D,FeatureHydrophobeCount3D,Volume3D,XStericQuadrupole3D,YStericQuadrupole3D,ZStericQuadrupole3D,ConformerModelRmSD3D,EffectiveRotorCount3D,ConformerCount3D,Fingerprint2D
Huntington's,Valproic Acid,https://clinicaltrials.gov/study/NCT00095355,CCCC(C(=O)O)CCC,C8H16O2,CCCC(CCC)C(=O)O,5.38,,5.62,1.303847875,0.3869659223,0.6831332207,0.2804449406,0,0,0,-1.405937646,0.6315834622,0.7443283984,0.2786616634,0,0,-0.4510356834,0,0,0.8427316791,0,0,-1.354899604,1.160570365,0,0,-0.5018057941,0.01383466002,-1.232674309,-1.214896836,-1.271314371,1.678963287,-0.04907620049,-0.8438901539,-0.4160308619,-1.113271192,-0.0139212286,0.1632524635,-0.1530177748,0.1207183994,-0.4063414735,-0.04840374741,-0.1627234895,3,-0.1283209062,3,-0.116266926,3,1,1,0,0,0,0,0,0,0.8197005091,0,1,0,0,1,2.776186022,0,0,1,-1.553483216,CCCC(CCC)C(=O)O,"InChI=1S/C8H16O2/c1-3-5-7(6-4-2)8(9)10/h7H,3-6H2,1-2H3,(H,9,10)",NIJJYAXOARWZEE-UHFFFAOYSA-N,-0.6946448876,-1.098181853,-0.4401835145,-0.9048705631,-0.141369764,-1.233130041,-1.228444733,-1.181997324,-0.1073026527,-0.5297730851,-0.3451743912,-0.2282402016,-0.05201388956,-0.2710125621,-0.2300894967,-1.00401644,1.91543543,-1.05512985,-1.815160649,3.120395048,-1.457723957,-0.8120727732,-0.9119332499,-0.9691156318,-0.7369372628,-0.1266204288,0.6884266098,AAADceBwMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAADQCAgAACCAAAAgAIAACQCAAAAAAAAAAAAAEAAAAAABIAAAAAQAAEAAAAAAGIgAAOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==
Huntington's,Cannabidiol,https://clinicaltrials.gov/study/NCT01502046,CCCCCc1cc(O)c(c(c1)O)[C@@H]1C=C(C)CC[C@H]1C(=C)C,C21H30O2,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,3.67,2.51,3.43,-0.5158611161,0.2756940515,0.4148143162,-0.2759313658,1,0,0,0.6989049192,-0.9829773457,0.5043330603,1.306355159,0,1,1.047674785,0,0,-1.115239358,0,1,-0.2751842668,1.038460852,0,0,1.499773879,-1.107794772,-0.1308815675,-0.03950029273,-0.3768875094,0.2701085088,0.1835527184,-0.8438901539,0.1802800402,0.1497600043,0.5301821939,1.572581635,1.086017452,1.213015352,1.227807951,1.371102095,-0.1638563447,2,-0.1283546898,1,-0.1169862887,2,1,1,0,0,1,1,1,1,1.762156252,1,1,0,0,1,0.1981764434,0,1,1,0.514296088,CCCCCC1=CC(=C(C(=C1)O)C2C=C(CCC2C(=C)C)C)O,"InChI=1S/C21H30O2/c1-5-6-7-8-16-12-19(22)21(20(23)13-16)18-11-15(4)9-10-17(18)14(2)3/h11-13,17-18,22-23H,2,5-10H2,1,3-4H3/t17-,18+/m0/s1",QHMBSVQNZZTUGM-ZWKOTPCHSA-N,-0.6341076406,0.03528767503,0.08292034141,-0.9048705631,-0.08040970727,-0.1308667842,-0.1324466267,-0.1395453565,-0.1073026527,0.2308938385,-0.3451743912,-0.2282402016,-0.05201388956,-0.2710125621,-1.457233479,0.4339036083,-0.4534122514,-1.05512985,-0.4070360243,1.888596849,0.3286676464,0.3012789365,-0.217547943,0.02834787469,0.1788682677,0.4954125518,0.6884266098,AAADceB4MAAAAAAAAAAAAAAAAAAAAAAAAAAwQAAAAAAAAAABAAAAGgAACAAADQSAmAAyBoAAAgCAAiBCAAACAAAgIAAAiAAGCIgIJyKCERKAcAAlwBUImAeA4PQOwAABCAAIAACAAAIQABAAAAAAAAAAAA==
Huntington's,Dronabinol,https://clinicaltrials.gov/study/NCT01502046,CCCCCc1cc(O)c2c(c1)OC([C@H]1[C@H]2C=C(C)CC1)(C)C,C21H30O2,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,3.17,2.36,1.57,-1.741597698,0.4318068254,0.4581836207,0.1530816898,0,1,0,0.8280445326,-1.23225633,1.010380373,0.9522256189,0,1,0.6937192485,0,0,-0.6982120977,0,0,-0.4060588531,1.058812438,0,0,2.726175297,-0.9375433277,-0.1308815675,-0.03950029273,-0.3768875094,0.6614570583,-0.2817051193,-0.8438901539,-0.4160308619,0.1071538398,0.6013999194,1.740803949,1.047732656,1.250199929,1.223530073,1.431016302,-0.1638565376,1,-0.1283546913,1,-0.1169863796,2,1,1,0,0,1,1,1,0,1.946050055,1,1,0,0,1,0.1981764434,0,1,1,0.6785240471,CCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C)O,"InChI=1S/C21H30O2/c1-5-6-7-8-15-12-18(22)20-16-11-14(2)9-10-17(16)21(3,4)23-19(20)13-15/h11-13,16-17,22H,5-10H2,1-4H3/t16-,17-/m1/s1",CYQFCXCEBYINGO-IAGOWNOFSA-N,-0.8422044271,0.03528767503,-0.4401835145,-0.9048705631,-0.2023298208,-0.1308667842,-0.1324466267,-0.05825621374,-0.1073026527,0.2308938385,-0.3451743912,-0.2282402016,-0.05201388956,-0.2710125621,-0.8436614877,-0.2850564158,-0.4534122514,-1.05512985,0.297026288,3.120395048,0.2702224019,0.356243487,-0.1532530072,-0.8062644471,0.1788682677,-0.1957352044,0.6884266098,AAADceB4MAAAAAAAAAAAAAAAAAAAAAAAAAA0QIAAAAAAAACRAAAAGgAACAAADUSAmAAyBoAABgCAAiBCAAACCAAgIAAAiAAGCIgMJyKGMRqCeCClwBUIuAeA4PwOwAABCAAIAACAAAIQABAAAAAAAAAAAA==
Huntington's,Triheptanoin,https://clinicaltrials.gov/study/NCT02453061?intr=Triheptanoin&page=3&rank=25,CCCCCCC(=O)OC(COC(=O)CCCCCC)COC(=O)CCCCCC,C24H44O6,CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC,,,,-0.8324562541,-0.2673791087,0.4475324049,0.4781931459,0,1,1,-0.2982659102,-0.7835541581,-1.024780093,0.06929453695,0,1,3.283419251,1,0,1.508479233,0,0,-2.342593747,-1.271444108,0,0,-0.4535981911,-1.466753101,0.6077887618,0.5934055384,-1.271314371,1.678963287,4.138244339,0.6055303102,-1.012341764,0.6217221049,1.014462727,1.871643528,1.103419633,1.092165477,1.937935711,1.735196126,-0.1638562608,2,-0.1283546933,1,-0.1169864152,1,1,0,0,0,0,0,0,1,1.687449394,0,2,1,1,2,0.1981764434,0,1,3,0.4695066446,CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC,"InChI=1S/C24H44O6/c1-4-7-10-13-16-22(25)28-19-21(30-24(27)18-15-12-9-6-3)20-29-23(26)17-14-11-8-5-2/h21H,4-20H2,1-3H3",PJHKBYALYHRYSK-UHFFFAOYSA-N,0.09233932346,0.6456174211,-0.9632873704,0.470996729,0.955911258,0.6083997426,0.6026179852,-0.1167843966,-0.1073026527,-0.5297730851,-0.3451743912,-0.2282402016,-0.05201388956,-0.2710125621,,,,,,,,,,,,,-1.840922706,AAADcfB4OAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAAAAAACBSggAICCAAABAAIAACQCAAAAAAAAAAAAAEAAAABABIAAAACAAAFAAACAAGIyCCAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==
Huntington's,Pridopidine,https://clinicaltrials.gov/study/NCT02494778?cond=Huntington%27s%20Disease&intr=Pridopidine&rank=1,CCCN1CCC(CC1)c1cccc(c1)S(=O)(=O)C,C15H23NO2S,CCCN1CCC(c2cccc(S(C)(=O)=O)c2)CC1,4.30,,3.02,0.4011239007,1.30537405,0.5840106625,1.202152677,0,0,0,0.77612242,0.1138501865,0.8032986814,0.6232201344,0,1,0.1919088674,1,0,-0.03059446625,0,0,0.8556539554,0.1531668808,1,1,2.911292492,0.1088801816,-0.3447684992,-0.4011607676,-0.3768875094,0.5831873484,-0.2817051193,-0.4815350379,-1.012341764,-0.2235929837,0.225370329,0.1183931795,0.2263497526,0.3996027278,0.02144633384,0.2649936463,-0.1637611926,3,-0.1283247646,3,-0.1169850645,2,1,1,0,0,1,0,1,0,0.2910058243,0,0,0,0,0,0.1981764434,0,0,0,-0.8293872139,CCCN1CCC(CC1)C2=CC(=CC=C2)S(=O)(=O)C,"InChI=1S/C15H23NO2S/c1-3-9-16-10-7-13(8-11-16)14-5-4-6-15(12-14)19(2,17)18/h4-6,12-13H,3,7-11H2,1-2H3",YGKUEOZJFIXDGI-UHFFFAOYSA-N,-0.5338428252,-0.3134721798,-0.9632873704,-0.5609037401,-0.2023298208,-0.345213462,-0.3455749801,-0.2956205107,-0.1073026527,-0.5297730851,-0.3451743912,-0.2282402016,-0.05201388956,-0.2710125621,-0.2300894967,-1.00401644,-0.4534122514,0.2311236814,-0.4070360243,0.6567986493,-0.2075039445,0.08014248895,-0.5068751542,-0.2973544948,0.1788682677,-0.05750565315,0.6884266098,AAADceByMABAAAAAAAAAAAAAAAAAAAAAAAA8QAAAAAAAAAABAAAAHAQAAAAADQDBWASyAYMAAAqAAiBCAHBCAAAgCBAIiBgIAIgIICKgkRCEIAAggACIiAcQgMAOgAAAgAAAAAAAAAEAAAAAAAAAAAAAAA==
Huntington's,Laquinimod,https://www.sciencedirect.com/science/article/abs/pii/S1474442223004544?via%3Dihub,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(c1=O)C)c1ccccc1,C19H17ClN2O3,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,4.30,,,-1.093433327,0.4068952125,0.6443505643,0.05923508387,0,0,1,-0.6484073363,-0.910111181,1.041922618,0.587328627,0,1,-1.237354629,0,0,0.5079878247,0,1,0.4834793506,-0.2398731151,1,0,-0.2511262589,-0.9296997652,0.1431266833,0.1413299447,1.113823927,-1.138746269,-0.2817051193,-0.4815350379,-0.4160308619,0.1624979297,0.1826396937,0.4996970932,0.2889976012,0.6598947676,0.2567296279,0.46317141,-0.1638523894,2,-0.1283535306,2,-0.1169863606,2,1,1,0,0,1,1,0,0,0.4461662209,0,0,0,0,0,0.1981764434,0,0,2,-0.6278347186,CCN(C1=CC=CC=C1)C(=O)C2=C(C3=C(C=CC=C3Cl)N(C2=O)C)O,"InChI=1S/C19H17ClN2O3/c1-3-22(12-8-5-4-6-9-12)19(25)16-17(23)15-13(20)10-7-11-14(15)21(2)18(16)24/h4-11,23H,3H2,1-2H3",GKWPCEFFIHSJOE-UHFFFAOYSA-N,-0.2481826909,0.2096676025,-0.4401835145,-0.5609037401,-0.2632898776,0.140427596,0.1373057441,0.3709504602,-0.1073026527,-0.5297730851,-0.3451743912,-0.2282402016,-0.05201388956,-0.2710125621,-0.2300894967,-0.2850564158,-0.4534122514,-1.05512985,0.297026288,-0.5749995502,0.368054659,-0.06302099151,-0.1532530072,0.1301298651,0.1788682677,-0.4721943069,0.6884266098,AAADceB7MAAEAAAAAAAAAAAAAAAAAAAAAAAwYIAAAAAAAACBQAAAHgIACAAADA7BmCQywIMAAgCIAiVSUACCAAAhJwAIiAEIbsgIJirJ05GEcAhmxgHI2QeQwCAOAAAAAAIDAAAAAAAABAYAAAAAAAAAAA==
Huntington's,Tiapride,https://clinicaltrials.gov/study/NCT00632645,CCN(CCNC(=O)c1cc(ccc1OC)S(=O)(=O)C)CC,C15H24N2O4S,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,4.29,,2.70,0.6863447457,-0.1992873669,-0.3250119965,-1.27807905,1,0,0,-0.1398369,0.3899746002,-0.5653604463,-0.6042694185,0,1,-0.05451587332,0,0,0.790369512,0,0,0.3526047643,0.1391751658,1,0,-0.01780146083,0.5352008705,-0.04047308229,-0.1299154115,-0.3768875094,0.3092433638,0.8814394749,0.2431751941,-0.4160308619,-0.1552913488,0.1456064764,-0.5283281642,-0.166939519,-0.1767582176,-0.43628662,-0.2373639407,-0.1624766761,3,-0.1280621847,3,-0.1169854496,2,1,0,0,0,0,0,0,0,-0.5767430605,0,0,0,0,0,0.1981764434,0,0,1,-0.5681154608,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC,"InChI=1S/C15H24N2O4S/c1-5-17(6-2)10-9-16-15(18)13-11-12(22(4,19)20)7-8-14(13)21-3/h7-8,11H,5-6,9-10H2,1-4H3,(H,16,18)",JTVPZMFULRWINT-UHFFFAOYSA-N,0.1907123498,-0.05190228869,-0.4401835145,0.127029906,0.04151040629,-0.04066189847,-0.04275445631,-0.04524995089,-0.1073026527,-0.5297730851,-0.3451743912,-0.2282402016,-0.05201388956,-0.2710125621,0.9970544855,-0.2850564158,-0.4534122514,0.2311236814,-1.111098337,-0.5749995502,0.1787428888,0.2463143859,0.2325166078,-0.5212748738,0.1788682677,1.255675084,0.6884266098,AAADceBzOABAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAHgQQAAAADATB2AayB4PABAqIAiFSEHDCCAAkKBAIiJkODMgMZjaktRuUMWhm9hGIqYeYyCCOAIAAgAAIAAABAAEAABAAAAAAAAAAAA==
Huntington's,Tiapridal,https://clinicaltrials.gov/study/NCT00632645?cond=Huntingtons%20Disease&page=15&rank=149,CCN(CCNC(=O)c1cc(ccc1OC)S(=O)(=O)C)CC.Cl,C15H25ClN2O4S,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC.Cl,4.29,,2.70,0.269922312,-0.182679625,0.5162301985,-1.234507412,1,0,0,-0.1930903488,0.2710876999,-0.7683279322,-0.6174296379,0,1,1.079037934,0,0,0.6145822365,0,1,0.6634319068,0.06667264224,1,0,0.1962402961,0.388480114,0.1954820623,-0.03950029273,-0.3768875094,0.3092433638,0.8814394749,0.2431751941,-0.4160308619,-0.002436243163,-0.5808143233,-0.2292662711,0.1114953636,-0.06055641407,-0.43628662,-0.3018869335,-0.1635943219,3,-0.1283114167,3,-0.1169854496,2,1,0,1,0,0,0,0,0,-0.3813558944,0,0,0,0,0,0.1981764434,0,0,2,-0.5083962029,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC.Cl,"InChI=1S/C15H24N2O4S.ClH/c1-5-17(6-2)10-9-16-15(18)13-11-12(22(4,19)20)7-8-14(13)21-3;/h7-8,11H,5-6,9-10H2,1-4H3,(H,16,18);1H",OTFDPNXIVHBTKW-UHFFFAOYSA-N,0.1907123498,0.03528767503,0.08292034141,0.127029906,0.04151040629,0.1924571878,0.189039605,-0.04524995089,-0.1073026527,-0.5297730851,-0.3451743912,-0.2282402016,-0.05201388956,1.685565935,,,,,,,,,,,,,-1.840922706,AAADceBzOABEAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAHgQQAAAADATB2AayB4PABAqIAiFSEHDCCAAkKBAIiJkODMgMZjaktRuUMWhm9hGIqYeYyCCOAIAAgAAIAAABAAEAABAAAAAAAAAAAA==
Huntington's,Gsk-356278,https://www.clinicaltrials.gov/study/NCT01573819?cond=Huntington%27s%20Disease&intr=Gsk-356278&rank=2,CCn1ncc2c1ncc(c2NC1CCOCC1)c1nnc(o1)Cc1sc(nc1C)C,C21H25N7O2S,CCn1ncc2c(NC3CCOCC3)c(-c3nnc(Cc4sc(C)nc4C)o3)cnc21,0.29,,,0.2178695077,0.9881661792,0.8721540786,0.2033566572,0,1,0,0.4619270719,-0.8295748937,-1.24969001,-0.8483316688,0,1,0.06421604721,0,0,-0.3036257665,0,1,0.117439492,-0.5069876754,1,0,-0.484451057,0.0373653474,0.6785235323,0.6838206571,1.561037358,0.113569089,0.1835527184,0.9678854262,-0.4160308619,0.5802140374,0.4561157595,0.1968969265,0.2924780372,-0.06520448621,0.7401298502,0.440127484,-0.1638506509,2,-0.1283544139,2,-0.116986415,1,0,0,1,0,1,1,0,1,-0.1744753656,0,0,0,1,0,0.1981764434,0,0,1,0.4620417374,CCN1C2=NC=C(C(=C2C=N1)NC3CCOCC3)C4=NN=C(O4)CC5=C(N=C(S5)C)C,"InChI=1S/C21H25N7O2S/c1-4-28-20-15(11-23-28)19(25-14-5-7-29-8-6-14)16(10-22-20)21-27-26-18(30-21)9-17-12(2)24-13(3)31-17/h10-11,14H,4-9H2,1-3H3,(H,22,25)",AWDJJMXJUOHGLC-UHFFFAOYSA-N,1.096879266,0.7328073848,-0.4401835145,1.502897198,-0.08040970727,0.6788032398,0.6726213161,0.4587427344,-0.1073026527,-0.5297730851,-0.3451743912,-0.2282402016,-0.05201388956,-0.2710125621,0.3834824944,-0.2850564158,-0.4534122514,1.517377213,1.705150913,-0.5749995502,1.201534668,0.2143582519,1.100498241,1.046167779,1.094673798,0.6336421031,0.6884266098,AAADceB7sABAAAAAAAAAAAAAAAAAAWLFgAAsSAAAAAAAAFgB/gAAHgQYAAAADCjh3wYv8d7IFEiuAxd3dACS9Kt9iLgX2LU4TNiILvrg/NmOtYhu2APo6ea8EQIMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==
Huntington's,Diazepam,"https://www.rarediseaseadvisor.com/disease-info-pages/huntington-disease-therapies/#:~:text=Benzodiazepines%20such%20as%20Klonopin%C2%AE,HD%20experiencing%20agitation%20and%20anxiety.&text=This%20approach%20may%20help%20reduce%20the%20risk%20of%20dependence%20and%20falls.&text=Klonopin%20and%20Valium%20act%20as%20GABA%2DA%20receptor%20agonists.",Clc1ccc2c(c1)C(=NCC(=O)N2C)c1ccccc1,C16H13ClN2O,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,1.93,,1.50,-0.8994831527,1.182476759,0.7312930241,2.355125264,1,0,0,0.1677017671,-1.067348694,0.8224983085,1.332675597,0,1,-0.8453152686,1,0,-0.2980155343,0,0,-0.3181274905,-1.188765791,0,0,3.44928934,-0.1896365779,-0.3232180156,-0.3107456489,0.5175393526,-1.295285689,-0.9795918759,-0.8438901539,-1.012341764,-0.1115870873,0.1826396937,0.2529710314,-0.1182134145,0.4507315213,0.671683801,0.3433429948,-0.1638355471,3,-0.1283308651,3,-0.1169863855,1,1,1,0,1,1,1,1,1,0.4289261769,0,0,0,0,0,0.1981764434,0,0,0,-0.2695191715,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,"InChI=1S/C16H13ClN2O/c1-19-14-8-7-12(17)9-13(14)16(18-10-15(19)20)11-5-3-2-4-6-11/h2-9H,10H2,1H3",AAOVKJBEBIDNHE-UHFFFAOYSA-N,-0.7816671801,-0.2262822161,-0.9632873704,-0.9048705631,-0.3852099912,-0.3262499018,-0.3267192068,-0.1753125794,-0.1073026527,-0.5297730851,-0.3451743912,-0.2282402016,-0.05201388956,-0.2710125621,-0.2300894967,-1.00401644,-0.4534122514,-1.05512985,0.297026288,-0.5749995502,-0.2799252257,-0.7251520887,0.5732797676,-0.1752161062,-0.7369372628,-1.37068639,-1.335052843,AAADccB7IAAEAAAAAAAAAAAAAAAAAAAAAAAwYAAABAAAAAABQAAAHgIAAAAADArBmCQywIMAAACoAyVyVACCAAAhBwAIiACoZpgIYKLBk5GUIAhghgDIyAcQgMAOAABAIAACAAAAAIBAAAQAAAAAAAAAAA==
Huntington's,Bupropion,https://clinicaltrials.gov/study/NCT01914965,Clc1cccc(c1)C(=O)C(NC(C)(C)C)C,C13H18ClNO,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,3.14,,3.20,0.346218888,1.011417018,0.3392365507,1.342922586,0,0,0,0.6682841861,0.2749227612,0.9788381287,1.125701238,0,0,-0.007471150094,1,0,0.3004092334,0,0,0.784081916,0.207861767,0,1,-0.2222016972,-0.5241414475,-0.6144407668,-0.6724061238,-0.3768875094,0.03529937913,-0.2817051193,-0.8438901539,-0.4160308619,-0.5383075906,0.2823445093,0.3389513257,0.1985062644,0.5343968199,0.3422871894,0.4263011284,-0.1637902204,3,-0.1283383212,3,-0.1169856895,2,1,1,0,1,0,0,1,0,0.6760334752,0,0,0,0,0,0.1981764434,0,0,1,-0.9338959152,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,"InChI=1S/C13H18ClNO/c1-9(15-13(2,3)4)12(16)10-6-5-7-11(14)8-10/h5-9,15H,1-4H3",SNPPWIUOZRMYNY-UHFFFAOYSA-N,-0.849771583,-0.575042071,-0.4401835145,-0.9048705631,-0.2023298208,-0.6176035635,-0.6164168443,-0.6825568304,-0.1073026527,-0.5297730851,1.855776297,-0.2282402016,-0.05201388956,-0.2710125621,-0.8436614877,-0.2850564158,-0.4534122514,0.2311236814,-1.111098337,0.6567986493,-0.6356788879,-0.4733377525,-0.4940161671,-0.6841260585,-0.7369372628,-0.4721943069,0.6884266098,AAADceByIAAEAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAHgIQAAAADK7BmCQyAILAAACIAqBSAAACAAAkBQAIiIGIAsgIIDKBlzGEIQAgkACIiYcYiICOAAAAIAAAAAAAAABAAAAAAAAAAAAAAA==
Huntington's,Minocycline,https://clinicaltrials.gov/study/NCT00029874?cond=Huntington%27s%20Disease&intr=Minocycline&aggFilters=phase:1%202%203%204&rank=1,CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@@H]1Cc3c(C(=O)C1=C2O)c(O)ccc3N(C)C)O)O)C,C23H27N3O7,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,4.38,2.72,,0.1422859838,-0.1029624639,-1.624052619,0.2033566572,1,0,0,0.4605957357,0.3286136194,-0.611988112,-1.344830855,0,0,-1.098460684,0,0,0.1377124997,0,0,1.031516681,1.500187449,0,0,-0.4863793611,1.207901698,0.7946890519,0.8646508945,-0.3768875094,-0.08210518572,-0.5143340382,1.330240542,1.969212746,0.5608875298,-0.1079286262,-0.8460814256,-0.8839093415,-1.533995282,-1.304695869,-1.043901351,-0.1635042893,3,-0.128309331,3,-0.1167296986,3,0,0,1,0,0,0,0,0,-1.38127845,0,0,1,1,1,-3.582904271,0,1,1,1.275716626,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,"InChI=1S/C23H27N3O7/c1-25(2)12-5-6-13(27)15-10(12)7-9-8-11-17(26(3)4)19(29)16(22(24)32)21(31)23(11,33)20(30)14(9)18(15)28/h5-6,9,11,17,27-28,31,33H,7-8H2,1-4H3,(H2,24,32)/t9-,11-,17-,23-/m0/s1",FFTVPQUHLQBXQZ-KVUCHLLUSA-N,1.721169626,0.9071873122,1.652231909,1.502897198,-0.2632898776,0.795476502,0.7886314195,1.671576745,-0.1073026527,0.9915607621,-0.3451743912,-0.2282402016,-0.05201388956,-0.2710125621,0.9970544855,2.590783681,-0.4534122514,1.517377213,1.0010886,-0.5749995502,1.171041497,0.04307337347,0.05249078745,2.063987684,0.1788682677,-0.6104238581,-0.5762480482,AAADceB7OAAAAAAAAAAAAAAAAAAAAAAAAAAwYIEAAAAAAACBAAAAHgAQCAAADWzBmAQyxoNAAgCIAqVSUAKCAAAhIgAIiAHObMgJJz7KkLOEcAhn4BFJ2Qe+zvCugEABQAAaAADAgAaAADQAAAAAAAAAAA==
Huntington's,Metformin,https://clinicaltrials.gov/study/NCT04826692,CN(C(=N)NC(=N)N)C,C4H11N5,CN(C)C(=N)NC(=N)N,7.47,,7.26,0.2556612697,-1.107730849,-1.30533155,0.2100599862,1,0,0,-0.5392377662,1.206842657,-1.503399368,-2.561552955,0,0,-0.7601867218,0,1,1.306510874,0,0,0.6470725835,1.070260205,0,1,-0.4960208817,1.386919476,-1.330072141,-1.305311955,-1.271314371,0.1918387989,-0.5143340382,-0.8438901539,1.372901844,-1.23208529,-0.3614637289,-1.261029802,-1.308522537,-1.05059578,-1.882209409,-1.3711251,0.09692737091,5,-0.103379355,4,-0.06733126338,3,1,0,0,0,0,0,0,0,-0.680183325,0,3,0,0,2,0.1981764434,0,2,1,-0.1874051919,CN(C)C(=N)N=C(N)N,"InChI=1S/C4H11N5/c1-9(2)4(7)8-3(5)6/h1-2H3,(H5,5,6,7,8)",XZWYZXLIPXDOLR-UHFFFAOYSA-N,0.3307047335,-1.185371817,0.6060241973,-1.248837386,-0.3242499344,-1.330414025,-1.325175765,-1.056486887,-0.1073026527,-0.5297730851,-0.3451743912,-0.2282402016,-0.05201388956,-0.2710125621,-1.457233479,1.152863633,-0.4534122514,1.517377213,-1.815160649,-0.5749995502,-1.803313229,-1.061330619,-1.130536032,-0.8266208452,-1.652742793,-1.163342063,0.1825567466,AAADccBjgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAFAAQAAAAAAAAAAQDAANAAAAgAAAAJAAAAAGAAAABAAAIAACAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==
