Disease,Drug Name,Clinical Trial Link,Obabel,chemical formula(chembl),chembl smiles (CHEMBL),ic50,ec50,ki,Water solubility,Caco2 permeability,Intestinal absorption (human),Skin Permeability,P-glycoprotein substrate,P-glycoprotein I inhibitor,P-glycoprotein II inhibitor,VDss (human),Fraction unbound (human),BBB permeability,CNS permeability,CYP2D6 substrate,CYP3A4 substrate,Total Clearance,Renal OCT2 substrate,AMES toxicity,Max. tolerated dose (human),hERG I inhibitor,hERG II inhibitor,Oral Rat Acute Toxicity (LD50),Oral Rat Chronic Toxicity (LOAEL),Hepatotoxicity,Skin Sensitisation,T.Pyriformis toxicity,Minnow toxicity,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Solubility (mol/l),ESOL Class,Ali Solubility (mol/l),Ali Class,Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility,ConnectivitySMILES,lnChl,lnChlKey,TPSA,HeavyAtomCount,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,ExactMass,MonoisotopicMass,Complexity,IsotopeAtomCount,DefinedAtomStereoCount,undefinedAtomStereoCount,DefinedBondStereoCount,undefinedBondStereoCount,CovalentUnitCount,FeatureAcceptorCount3D,FeatureDonorCount3D,FeatureAnionCount3D,FeatureCationCount3D,FeatureRingCount3D,FeatureHydrophobeCount3D,Volume3D,XStericQuadrupole3D,YStericQuadrupole3D,ZStericQuadrupole3D,ConformerModelRmSD3D,EffectiveRotorCount3D,ConformerCount3D,Fingerprint2D
Alzheimer's,Acetaminophen,https://clinicaltrials.gov/study/NCT00012857?cond=Alzheimers%20Disease&intr=Acetaminophen&rank=3,CC(=O)Nc1ccc(cc1)O,C8H9NO2,CC(=O)Nc1ccc(O)cc1,4.97,,4.57,1.068540678,0.4118775351,0.461445237,-1.579728855,0,0,0,-0.3102479362,0.616243217,0.1258261272,0.2607159097,0,0,-0.3995105103,0,0,0.5416492179,0,0,-0.8620749898,0.458440664,0,0,-1.205636797,0.3797137794,-1.187696573,-1.124481717,-0.3768875094,-1.295285689,-0.746962957,-0.8438901539,0.1802800402,-1.103607938,-0.236120532,-0.6928122054,-0.5463070464,-0.3673291753,-0.7100708167,-0.5968491865,-0.156731666,4,-0.1238601752,4,-0.11676922,3,1,1,0,0,0,0,0,0,-0.1399952774,0,1,0,0,1,0.1981764434,0,1,1,-1.762500618,CC(=O)NC1=CC=C(C=C1)O,"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)",RZVAJINKPMORJF-UHFFFAOYSA-N,-0.4676302113,-1.01099189,0.08292034141,-0.9048705631,-0.3852099912,-1.188106975,-1.183677573,-1.033725927,-0.1073026527,-0.5297730851,-0.3451743912,-0.2282402016,-0.05201388956,-0.2710125621,-0.8436614877,0.4339036083,-0.4534122514,-1.05512985,-1.111098337,-0.5749995502,-1.513628104,-0.7571082227,-1.130536032,-1.478025584,-1.652742793,-1.163342063,-1.335052843,AAADccByMAAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAHgAQCAAACAyBkAAyxoLAAgCIACVSUACCAAAhIgAIiAAGbIgIJiLCkZOEcAhk1BHI2AewQAAAAEAAAAAAAAAAgAAAAAAAAAAAAAAAAA==
Alzheimer's,Ibuprofen,https://www.clinicaltrials.gov/study/NCT00046358?cond=Alzheimer%27s%20Disease&intr=Ibuprofen&rank=3,CC(Cc1ccc(cc1)C(C(=O)O)C)C,C13H18O2,CC(C)Cc1ccc(C(C)C(=O)O)cc1,4.32,,5.16,-0.07804711898,0.9682368889,0.6976066431,0.3340715726,0,0,0,-1.830633901,-0.515099867,0.8567833568,1.001277346,0,0,-0.914762241,0,0,0.9717670197,0,0,-0.5001249621,1.085523894,0,1,-0.2164167848,-0.3331276323,-0.8309810613,-0.7628212425,-0.3768875094,0.03529937913,-0.2817051193,-0.8438901539,-0.4160308619,-0.6775462931,0.03735553373,0.4436229883,0.1184562356,0.6645428398,0.2567296279,0.3571693504,-0.1637882024,3,-0.1283490622,3,-0.1169741573,3,1,1,0,0,0,0,0,0,0.9116474108,0,0,0,0,0,2.776186022,0,0,1,-1.075729153,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,"InChI=1S/C13H18O2/c1-9(2)8-11-4-6-12(7-5-11)10(3)13(14)15/h4-7,9-10H,8H2,1-3H3,(H,14,15)",HEFNNWSXXWATRW-UHFFFAOYSA-N,-0.6946448876,-0.6622320347,-0.4401835145,-0.9048705631,-0.2023298208,-0.8312854217,-0.8288841568,-0.8256257217,-0.1073026527,-0.5297730851,1.855776297,-0.2282402016,-0.05201388956,-0.2710125621,-0.2300894967,-1.00401644,1.91543543,-1.05512985,-1.111098337,1.888596849,-0.8529427316,-0.5244675669,-1.027664134,-0.1752161062,-0.7369372628,-0.4721943069,0.1825567466,AAADceBwMAAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAGgAACAAADQCAmAAyCIAAAgCIAiDSCAACAAAgAAAIiAEAAIgIIDKAFRCAYAAkwAEIiAeIyOCOwAAAAAAAAACAAAAAAAAAAAAAAAAAAA==
Alzheimer's,Cholecalciferol,https://clinicaltrials.gov/study/NCT01409694?intr=Cholecalciferol&cond=alzheimer%27s&rank=1,CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CCC/C/2=C\C=C/1\C[C@@H](O)CCC1=C)C)C,C28H44O,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,3.90,,,-2.654304402,0.4567184383,0.6611173106,0.2569832892,0,0,1,-0.3222299622,-1.23225633,1.490371049,1.358996036,0,1,0.3554452863,0,0,-1.994175735,0,1,0.2585386554,-0.4701004266,0,0,-0.04286941435,-1.492129332,0.323296492,0.4125753009,-1.271314371,1.287614738,0.1835527184,-1.20624527,-0.4160308619,0.7029812846,-0.1164747533,0.03615115895,1.70205463,-0.1302774962,-0.2352263506,-0.1451882367,-0.163816454,3,-0.1283479151,3,-0.1169863512,2,1,0,0,1,1,0,0,1,0.08412529547,0,0,0,0,0,0.1981764434,0,2,0,-0.2321946353,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,"InChI=1S/C27H44O/c1-19(2)8-6-9-21(4)25-15-16-26-22(10-7-17-27(25,26)5)12-13-23-18-24(28)14-11-20(23)3/h12-13,19,21,24-26,28H,3,6-11,14-18H2,1-2,4-5H3/b22-12+,23-13-/t21-,24+,25-,26+,27-/m1/s1",QYSXJUFSXHHAJI-YRZJJWOYSA-N,-1.018140801,0.4712374936,-0.4401835145,-1.248837386,-0.08040970727,0.3234564718,0.3192943026,0.497761523,-0.1073026527,1.371894224,-0.3451743912,1.600765738,-0.05201388956,-0.2710125621,-0.8436614877,-0.2850564158,-0.4534122514,-1.05512985,0.297026288,3.120395048,1.153253813,1.224172087,-0.3268493339,0.8222474002,1.094673798,0.9101012055,0.1825567466,AAADcfB4IAAAAAAAAAAAAAAAAAAAAYAAAAAwYAAAAAAAAGAAAAAAGgAACAAADxSggAICAAAAAgCAAiBCAAAAAAAgAAAACAAAAAgIEAIAAQAAQAAEwAAIgAOAwMAPgAAAAAAAAAAAAAAAACAAAQAACAAAAA==
Alzheimer's,DL-alpha-Tocopherol,https://clinicaltrials.gov/study/NCT00235716,CC(CCCC1(C)CCc2c(O1)c(C)c(c(c2C)O)C)CCCC(CCCC(C)C)C,C29H50O2,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,3.64,4.65,,-3.370921775,0.4417714705,0.3648198537,0.3508298951,1,1,1,0.8466832397,-1.23225633,1.819507513,1.106559101,0,1,0.2904787637,0,0,0.7510978866,0,1,-0.3896995299,1.100787583,0,0,0.907784515,-2.122844031,0.6214438731,0.6838206571,-0.3768875094,1.326749592,1.579326231,-0.8438901539,-0.4160308619,1.015499697,1.105621416,3.135180026,2.126667826,2.063612554,3.080129156,2.785999152,-0.1638566578,1,-0.1283546933,0,-0.1169864191,1,0,0,1,0,0,0,0,0,3.060906238,1,3,1,1,1,0.1981764434,0,0,3,1.350365698,CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C,"InChI=1S/C29H50O2/c1-20(2)12-9-13-21(3)14-10-15-22(4)16-11-18-29(8)19-17-26-25(7)27(30)23(5)24(6)28(26)31-29/h20-22,30H,9-19H2,1-8H3",GVJHHUAWPYXKBD-UHFFFAOYSA-N,-0.8422044271,0.7328073848,-0.4401835145,-0.9048705631,0.2853506334,0.621795276,0.6159373798,0.1498439918,-0.1073026527,-0.5297730851,6.257677674,-0.2282402016,-0.05201388956,-0.2710125621,-0.8436614877,-0.2850564158,-0.4534122514,-1.05512985,-0.4070360243,3.120395048,1.684343209,-0.4835637154,1.7434476,3.81463792,4.75789592,2.56885582,0.6884266098,AAADcfB4MAAAAAAAAAAAAAAAAAAAAAAAAAA0QAAAAAAAAACRAAAAGgAACAAADUSAmAACBoAABgCAAgBAAAACCAAgIAAAiAAECIgMJiKGMBqCeCCkwBEIuAfAwPAOwQADAAAYAACCAAYAADAAAAAAAAAAAA==
Alzheimer's,Pimavanserin,https://clinicaltrials.gov/study/NCT02035553?intr=Pimavanserin&rank=22,CC(COc1ccc(cc1)CNC(=O)N(C1CCN(CC1)C)Cc1ccc(cc1)F)C,C25H34FN3O2,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,,,,-1.35084514,0.8054810182,0.4002899311,0.1229167093,1,1,1,1.151559234,-1.23225633,0.550960726,1.415226064,0,1,-0.1262030706,0,0,-0.9095308438,0,1,0.1358437307,-0.2882081308,1,0,-0.08336380079,0.1259514646,0.6009935643,0.6838206571,0.5175393526,0.113569089,1.114068394,-0.1191799219,-0.4160308619,0.728676755,0.7238944072,0.8286651756,0.5813542278,0.9573713846,0.7016289475,0.9517026415,-0.1638549973,2,-0.1283543591,2,-0.1169864163,1,1,1,0,0,1,0,1,1,0.5553531667,0,0,0,0,0,0.1981764434,0,0,3,-0.254589357,CC(C)COC1=CC=C(C=C1)CNC(=O)N(CC2=CC=C(C=C2)F)C3CCN(CC3)C,"InChI=1S/C25H34FN3O2/c1-19(2)18-31-24-10-6-20(7-11-24)16-27-25(30)29(23-12-14-28(3)15-13-23)17-21-4-8-22(26)9-5-21/h4-11,19,23H,12-18H2,1-3H3,(H,27,30)",RKEWSXXUOLRFBX-UHFFFAOYSA-N,-0.5527607149,0.7328073848,-0.4401835145,-0.2169369171,0.04151040629,0.6015940885,0.5958510137,0.2148753061,-0.1073026527,-0.5297730851,-0.3451743912,-0.2282402016,-0.05201388956,-0.2710125621,-0.2300894967,-0.2850564158,-0.4534122514,0.2311236814,0.297026288,0.6567986493,1.343836133,0.2769922746,0.9976263441,3.163233181,1.094673798,2.015937615,0.6884266098,AAADcfB7MQAAAAAAAAAAAAAAAAAAAAAAAAA8YIAAAAAAAAABQAAAHwAQAAAADSzhmA4zBoPABACIAiBCEACCCAAgIAAIiIAODIiMJiKE8RuGOCjsxhOIqAeQ0AIOIAAAAAAAAABAAAAAAAAAAAAAAAAAAA==
Alzheimer's,Levetiracetam,https://clinicaltrials.gov/study/NCT02002819?cond=Alzheimer%27s&intr=Levetiracetam&rank=1,CC[C@H](N1CCCC1=O)C(=O)N,C8H14N2O2,CC[C@@H](C(N)=O)N1CCCC1=O,6.27,1.95,,1.696026537,-0.4567073664,0.06806373198,-5.333593091,0,0,0,-0.6683773797,1.590348788,0.0380564036,-1.118714358,0,0,-0.5025608565,0,0,1.512219388,0,0,-0.823221597,1.107147453,1,0,-2.445536343,0.8484819829,-1.064412275,-1.034066599,-1.271314371,1.170210173,-0.5143340382,-0.8438901539,-0.4160308619,-0.980840691,-0.2047847328,-0.9918740985,-1.127539864,-0.9158016878,-0.9752992573,-0.9793783583,-0.1127864525,4,-0.1129732219,4,-0.1092172451,3,1,0,0,0,0,0,0,0,-0.5307696097,0,1,0,0,1,0.1981764434,0,0,1,-1.150378225,CCC(C(=O)N)N1CCCC1=O,"InChI=1S/C8H14N2O2/c1-2-6(8(9)12)10-5-3-4-7(10)11/h6H,2-5H2,1H3,(H2,9,12)/t6-/m0/s1",HPHUVLMMVZITSG-LURJTMIESA-N,-0.2008879667,-0.9238019259,-0.4401835145,-0.9048705631,-0.2632898776,-1.064718775,-1.060990698,-0.8256257217,-0.1073026527,-0.1494396233,-0.3451743912,-0.2282402016,-0.05201388956,-0.2710125621,-0.2300894967,-0.2850564158,-0.4534122514,-1.05512985,-1.111098337,0.6567986493,-1.330669078,-1.075391318,-0.7447664168,0.06906067087,-0.7369372628,-0.5413090825,0.6884266098,AAADccBzMAAAAAAAAAAAAAAAAAAAAWAAAAAAAAAAAAAAAAAAAAAAHgAQAAAACCjBgAQCAANAAAAIAAEQEAAAAAAAAAAAAAGIAAAAQBAAgCAUAAAAFgCAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==
Alzheimer's,Icosapent Ethyl,https://clinicaltrials.gov/study/NCT02719327?cond=alzheimer%27s&intr=Icosapent%20ethyl&rank=1,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,C22H34O2,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,,,,-3.229024405,0.3520896643,0.5191350755,0.008960116421,0,0,1,-0.05729405427,-1.23225633,1.501342265,1.434368202,0,1,3.639615013,0,0,-0.8927001473,0,0,-1.592109791,1.758398191,0,1,1.249094344,-1.391547178,-0.02707683574,0.05091482599,-1.271314371,0.1918387989,2.277212988,-0.8438901539,-1.012341764,0.3019562517,0.1968832388,0.2417562104,1.301804486,0.2555124915,0.2481738717,0.2880375723,-0.1638248364,3,-0.1283332636,3,-0.1169859664,2,1,1,0,1,1,0,1,0,0.463406265,0,0,0,0,0,0.1981764434,0,0,0,-1.075729153,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC,"InChI=1S/C22H34O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24-4-2/h5-6,8-9,11-12,14-15,17-18H,3-4,7,10,13,16,19-21H2,1-2H3/b6-5-,9-8-,12-11-,15-14-,18-17-",SSQPWTVBQMWLSZ-AAQCHOMXSA-N,-0.9027416741,0.1224776387,-0.9632873704,-0.9048705631,0.4682308037,-0.02698838489,-0.02915866158,-0.1037781337,-0.1073026527,-0.5297730851,-0.3451743912,4.344274648,-0.05201388956,-0.2710125621,-0.8436614877,-1.00401644,-0.4534122514,-1.05512985,-1.815160649,1.888596849,0.7111028333,-0.4439381092,1.659864183,1.982562091,4.75789592,3.329118352,0.6884266098,AAADcfB4MAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAAAAAACACggAICCAAABACIACDSCAAAAAAgAAAICAEAAAgAABIAAQACAAAEgAAIAAKIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==
Alzheimer's,Lanabecestat,https://clinicaltrials.gov/study/NCT02245737,CC#Cc1cncc(c1)c1ccc2c(c1)[C@]1(N=C(C(=N1)C)N)[C@]1(C2)CC[C@H](CC1)OC,C26H28N4O,CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1,0.69,,2.30,-1.211086926,-0.2225382056,0.6810947105,0.08940006434,1,1,1,0.7055616003,-1.14404992,0.1326831369,0.8959955907,0,1,-0.462236808,1,0,-1.453723367,0,1,0.5018835893,-0.6100175772,1,0,0.4179952695,-0.6800899246,0.5037898816,0.6838206571,0.5175393526,-0.1212400407,-0.746962957,-0.1191799219,-0.4160308619,0.8450750395,0.4504183414,0.2492327578,0.2507128048,0.6180621184,1.45025761,0.7258721666,-0.1638508837,2,-0.1283511999,2,-0.1169864183,1,1,1,1,0,0,1,1,1,-0.02506165031,0,1,0,0,0,0.1981764434,0,1,1,1.85797939,CC#CC1=CC(=CN=C1)C2=CC3=C(CC4([C@]35N=C(C(=N5)N)C)CCC(CC4)OC)C=C2,"InChI=1S/C26H28N4O/c1-4-5-18-12-21(16-28-15-18)19-6-7-20-14-25(10-8-22(31-3)9-11-25)26(23(20)13-19)29-17(2)24(27)30-26/h6-7,12-13,15-16,22H,8-11,14H2,1-3H3,(H2,27,30)/t22?,25?,26-/m0/s1",WKDNQONLGXOZRG-BOPKNSRXSA-N,-0.8138275926,-1.882891527,1.129128053,-0.5609037401,3.997818091,0.5041572574,0.4989680035,1.203351282,-0.1073026527,-0.1494396233,-0.3451743912,-0.2282402016,-0.05201388956,-0.2710125621,0.3834824944,-0.2850564158,-0.4534122514,0.2311236814,1.705150913,0.6567986493,1.148171618,0.5952753696,0.3868244537,1.14794977,0.1788682677,-0.7486534094,0.1825567466,AAADceB7oAAAAAAAAAAAAAAAAAAAAYIAAAA8YIAAAAAAAGABwAAAHgAQAAAADhzhmgY/gJJIFADgEzJnZAiCgCExACAI2CA4RJgIIOLAkZGEIAhkgADIyAeQ0OEPwAACAAAQAADAAAQAACAAASAACQAAAA==
Alzheimer's,Memantine Hydrochloride,https://clinicaltrials.gov/study/NCT05063851,CC12CC3CC(C1)(C)CC(C2)(C3)N.Cl,C12H22ClN,CC12CC3CC(C)(C1)CC(N)(C3)C2.Cl,3.54,3.41,3.14,0.6007784922,0.6310997282,0.4254145693,1.212207671,0,0,0,0.9997869051,1.072615512,1.253118515,0.01665365943,0,1,-0.27629814,0,0,0.1900746668,0,0,0.4896140968,-0.4192214627,0,1,-0.1431412284,0.1268742366,-0.7696301351,-0.8532363613,-1.271314371,2.148581546,-1.212220795,-1.20624527,-0.4160308619,-0.6672241811,-0.5808143233,0.6604428607,0.268114985,0.738911994,0.08989238301,0.2327321499,-0.1638288723,3,-0.1283522636,2,-0.1169327104,3,1,1,1,0,0,0,0,0,1.112781258,0,0,0,0,1,0.1981764434,0,0,2,0.3649979433,CC12CC3CC(C1)(CC(C3)(C2)N)C.Cl,"InChI=1S/C12H21N.ClH/c1-10-3-9-4-11(2,6-10)8-12(13,5-9)7-10;/h9H,3-8,13H2,1-2H3;1H",LDDHMLJTFXJGPI-UHFFFAOYSA-N,-0.908417041,-0.7494219984,0.08292034141,-1.248837386,-0.4461700479,-0.7728810774,-0.7708117768,-0.7053177904,-0.1073026527,-0.5297730851,4.056726985,-0.2282402016,-0.05201388956,1.685565935,,,,,,,,,,,,,-1.840922706,AAADceByAAAEAAAAAAAAAAAAAAAAAAAAAAAwYMGAAAAAAAAAAAAAHAAQAAAAD4iBAAACAABAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAIAgAAAAAAAEAAAAAEQgMAPAAAAAAAAAAAAAASAAAAAAAAAAAAAAA==
Alzheimer's,Seltorexant,https://clinicaltrials.gov/study/NCT05307692,Cc1cc(C)nc(n1)N1CC2C(C1)CN(C2)C(=O)c1c(F)cccc1n1nccn1,C21H22FN7O,Cc1cc(C)nc(N2CC3CN(C(=O)c4c(F)cccc4-n4nccn4)CC3C2)n1,4.33,-0.77,2.64,-0.2498926781,0.5082024382,0.8312819492,0.04247676139,0,1,0,-0.6364253104,-0.591801093,-0.9658098103,-0.5875200484,0,1,-0.6705777251,0,0,-0.638369621,0,1,0.9763039646,-0.40904567,1,0,-0.4613114076,-0.9273928351,0.4708493526,0.5934055384,1.262895071,-0.2777794605,-0.2817051193,0.6055303102,-1.012341764,0.493683992,0.233916456,0.1669907372,-0.3653243728,-0.01407569267,-0.3635626928,-0.04379496221,-0.1638481362,2,-0.1283505117,2,-0.116986161,2,1,0,0,0,0,1,1,1,-0.09976850794,0,0,0,0,0,0.1981764434,0,0,1,0.2828839638,CC1=CC(=NC(=N1)N2CC3CN(CC3C2)C(=O)C4=C(C=CC=C4F)N5N=CC=N5)C,"InChI=1S/C21H22FN7O/c1-13-8-14(2)26-21(25-13)28-11-15-9-27(10-16(15)12-28)20(30)19-17(22)4-3-5-18(19)29-23-6-7-24-29/h3-8,15-16H,9-12H2,1-2H3/t15-,16+",SQOCEMCKYDVLMM-IYBDPMFKSA-N,-0.8327454823,-1.97008149,2.698439621,-0.5609037401,4.430634494,0.4715039097,0.4665002541,0.4912583916,-0.1073026527,0.2308938385,-0.3451743912,-0.2282402016,-0.05201388956,-0.2710125621,0.9970544855,-1.00401644,-0.4534122514,0.2311236814,1.705150913,-0.5749995502,0.8902502132,0.1133768683,0.1167857233,2.084344082,0.1788682677,-0.05750565315,0.6884266098,AAADceB7oQAAAAAAAAAAAAAAAAAAAWLFgAA8QAAAAAAWAAAB8AAAHwAIAAAADQjBngw/0JcIEACqAzV3dACShC0lkqAZmCE4dNiIaDrA3dGEJYhojgLIyWcYiACOgAAAAAACAAAAAAAAAAQAAAAAAAAAAA==
Alzheimer's,Suvorexant,https://clinicaltrials.gov/study/NCT02750306?intr=Suvorexant&rank=10,Cc1ccc(c(c1)C(=O)N1CCN(CC[C@H]1C)c1oc2c(n1)cc(cc2)Cl)n1nccn1,C23H23ClN6O2,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1,1.94,,0.02,-0.84457814,0.5513825671,0.5399788422,0.2134116507,0,1,1,-0.2876152205,-1.23225633,-0.8218126075,0.5992924628,0,1,-0.7713878464,1,0,-0.3933894817,0,1,0.1583378003,-0.6290971887,1,0,-0.4053905882,-0.1697969787,0.7522352464,0.7742357758,1.710108502,-0.5908583001,-0.2817051193,0.2431751941,-1.012341764,0.8048846884,0.4931489767,0.9707195748,0.2159084445,0.4181950164,0.03427996806,0.5645646845,-0.163856475,2,-0.1283546691,1,-0.1169864112,1,1,0,0,0,1,1,0,1,0.6300600243,0,0,0,0,0,0.1981764434,0,0,2,0.4545768301,CC1CCN(CCN1C(=O)C2=C(C=CC(=C2)C)N3N=CC=N3)C4=NC5=C(O4)C=CC(=C5)Cl,"InChI=1S/C23H23ClN6O2/c1-15-3-5-20(30-25-8-9-26-30)18(13-15)22(31)29-12-11-28(10-7-16(29)2)23-27-19-14-17(24)4-6-21(19)32-23/h3-6,8-9,13-14,16H,7,10-12H2,1-2H3/t16-/m1/s1",JYTNQNCOQXFQPK-MRXNPFEDSA-N,0.118824369,0.8199973485,-0.9632873704,0.470996729,-0.2632898776,0.7499382978,0.7433520497,0.6733460714,-0.1073026527,-0.1494396233,-0.3451743912,-0.2282402016,-0.05201388956,-0.2710125621,0.3834824944,-1.00401644,-0.4534122514,0.2311236814,1.705150913,-0.5749995502,1.244733327,0.6579093923,0.1682216719,2.369333655,0.1788682677,0.01160912247,0.6884266098,AAADceB7sAAEAAAAAAAAAAAAAAAAAWLAAAAwYAAABYAAAFgB/AAAHgIIAAAADC7BniQ/1rMIFECqA7V3dASSjC0v9yAZmCG/ftiOZrrF/7udMahszhPY6eeYyECOCCACAAICEAAQQAQABAQgAAAAAAAAAA==
Alzheimer's,celecoxib,https://clinicaltrials.gov/study/NCT00007189?cond=alzheimer%27s&intr=Celecoxib&rank=1,Cc1ccc(cc1)c1cc(nn1c1ccc(cc1)S(=O)(=O)N)C(F)(F)F,C17H14F3N3O2S,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,3.23,1.43,2.73,-0.920161664,-0.182679625,0.5151599806,0.3541815596,1,1,1,-0.6790280694,-0.7221931772,-0.8506120481,0.5263130645,0,1,-0.5294435555,0,0,-0.07921647863,0,0,-0.93773686,-0.5769462507,1,0,-0.2067752642,-0.1342702547,0.3021343054,0.2317450634,1.262895071,-1.295285689,-0.2817051193,0.9678854262,-0.4160308619,-0.06744358695,0.1484551855,0.4062402516,1.051213092,0.4414353771,0.03427996806,0.5415207585,-0.1638524515,2,-0.1283540259,2,-0.1169863988,1,1,0,0,1,0,1,0,0,0.2565257362,0,1,0,0,0,0.1981764434,0,0,1,-0.4636067595,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,"InChI=1S/C17H14F3N3O2S/c1-11-2-4-12(5-3-11)15-10-16(17(18,19)20)22-23(15)13-6-8-14(9-7-13)26(21,24)25/h2-10H,1H3,(H2,21,24,25)",RZEKVGVHFLEQIL-UHFFFAOYSA-N,0.2342234961,0.2968575662,-0.4401835145,0.814963552,-0.2632898776,0.3023111885,0.2982692069,0.3904598545,-0.1073026527,-0.5297730851,-0.3451743912,-0.2282402016,-0.05201388956,-0.2710125621,0.3834824944,-0.2850564158,-0.4534122514,-1.05512985,0.297026288,-0.5749995502,0.4341231963,-0.3621304061,1.974909369,-0.5212748738,0.1788682677,-0.4721943069,-0.8291829798,AAADccB7MYBAAAAAAAAAAAAAAAAAAWAAAAAwYAAAAAAAAAAB0AAAHQQYQAAADAiBXhAywZIIAAKiAyRiRHDSBDAhAgAYmDgwZJgIIOLA0dGEpAhgiADIyAcQgMAOQAQAAAAAAACACAAAAAAAAAAAAAAAAA==
Alzheimer's,Zolpidem,https://clinicaltrials.gov/study/NCT03075241?intr=Zolpidem&cond=Alzheimer%27s&rank=1,Cc1ccc(cc1)c1nc2n(c1CC(=O)N(C)C)cc(cc2)C,C19H21N3O,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,3.61,2.84,2.51,0.1765124852,1.19078063,0.2821582653,0.1731916768,1,1,0,-1.015856133,-0.8103995872,1.428657962,0.7536259447,0,0,0.1560652688,1,1,-0.905790689,0,1,-0.3303969829,-1.01450534,1,0,-0.4863793611,0.25190985,-0.1766358975,-0.03950029273,0.9647527835,-0.7473977199,-0.2817051193,-0.8438901539,-1.012341764,0.0001991896926,0.3079828905,0.4772674512,0.1811040842,0.306641285,0.3422871894,0.417083558,-0.1638474376,2,-0.1283502197,2,-0.1169863688,2,1,1,0,1,1,1,1,1,0.5898332548,0,0,0,0,0,0.1981764434,0,0,1,-0.3217735221,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,"InChI=1S/C19H21N3O/c1-13-5-8-15(9-6-13)19-16(11-18(23)21(3)4)22-12-14(2)7-10-17(22)20-19/h5-10,12H,11H2,1-4H3",ZAFYATHCZYHLPB-UHFFFAOYSA-N,-0.6889695206,0.03528767503,-0.9632873704,-0.9048705631,-0.2632898776,-0.1765883647,-0.1779083304,-0.1297906594,-0.1073026527,-0.5297730851,-0.3451743912,-0.2282402016,-0.05201388956,-0.2710125621,-0.8436614877,-1.00401644,-0.4534122514,0.2311236814,0.297026288,-0.5749995502,0.1660374008,-0.3352872535,0.8368890045,-0.3787800871,-0.7369372628,-0.4721943069,0.6884266098,AAADceB7IAAAAAAAAAAAAAAAAAAAAWAAAAA8QAAAAAAAAFgB8AAAHgAAAAAADAjBnwQ/sJ8MGACoAzd3dACCgC0xEqAJ2CE4dJiIaPrA3ZGUIAhoggLIyCcciMCOQAAAAAAAAACAAAAAAAAAAAAAAAAAAA==
